split,prompt_tokens,response_tokens,instruction_type
full,43,157,write
full,151,46,reasoning
full,281,32,other
full,22,71,other
full,117,20,other
full,13,335,other
full,4,250,other
full,1,2,other
full,5,278,other
full,30,223,write
full,11,211,write
full,87,123,write
full,314,41,reasoning
full,148,26,other
full,63,17,reasoning
full,1,38,other
full,93,23,write
full,202,40,reasoning
full,14,139,other
full,1,32,other
full,20,229,other
full,186,23,other
full,10,295,other
full,5,203,other
full,16,35,other
full,1431,10,reasoning
full,13,270,write
full,118,11,write
full,145,34,reasoning
full,59,207,other
full,39,18,other
full,10,318,other
full,33,25,other
full,70,4,write
full,355,6,reasoning
full,5,168,reasoning
full,66,306,analyze
full,17,180,other
full,37,13,analyze
full,335,1,write
full,333,1,reasoning
full,11,238,write
full,18,10,other
full,227,151,summarize
full,1146,152,summarize
full,25,399,write
full,289,470,classify
full,83,20,write
full,179,22,other
full,19,14,other
full,12,139,reasoning
full,23,591,other
full,30,33,reasoning
full,41,166,other
full,253,20,translate
full,1254,117,summarize
full,9,388,other
full,25,76,other
full,17,94,translate
full,91,1,reasoning
full,12,210,other
full,34,35,translate
full,8,304,other
full,88,292,summarize
full,56,172,other
full,160,15,other
full,14,19,other
full,27,343,other
full,353,9,translate
full,103,337,other
full,145,45,other
full,1,7,other
full,708,57,other
full,1,3,other
full,146,1,other
full,252,1,write
full,651,16,write
full,38,27,other
full,237,22,reasoning
full,1,25,other
full,9,278,write
full,152,1,other
full,6,184,other
full,16,435,other
full,61,79,other
full,52,497,other
full,351,226,other
full,7,329,other
full,17,516,other
full,54,21,other
full,1283,39,write
full,20,308,analyze
full,1,20,other
full,8,182,write
full,825,44,reasoning
full,90,27,other
full,229,5,reasoning
full,25,150,other
full,24,233,write
full,27,50,other
full,225,52,translate
full,19,32,other
full,2,92,other
full,14,69,analyze
full,130,287,write
full,1,12,other
full,342,32,reasoning
full,156,27,translate
full,349,30,reasoning
full,233,32,other
full,67,8,write
full,43,41,write
full,12,26,other
full,255,1,summarize
full,127,9,write
full,123,72,other
full,84,201,other
full,2217,13,summarize
full,1,53,other
full,14,42,write
full,15,45,other
full,454,157,reasoning
full,136,1,reasoning
full,43,429,reasoning
full,47,10,write
full,269,26,reasoning
full,1,3,other
full,191,21,write
full,17,15,other
full,33,33,reasoning
full,21,25,write
full,7,137,other
full,7,94,other
full,9,53,other
full,1,149,other
full,346,90,other
full,33,184,other
full,317,38,other
full,30,25,other
full,3,228,other
full,83,122,other
full,132,16,reasoning
full,390,50,reasoning
full,11,274,other
full,385,583,write
full,3,77,reasoning
full,1,23,other
full,40,391,translate
full,853,27,write
full,342,22,other
full,114,135,other
full,12,140,other
full,1,94,other
full,24,301,other
full,42,16,reasoning
full,120,17,translate
full,44,20,other
full,3,170,other
full,171,2,classify
full,340,19,reasoning
full,343,2,reasoning
full,203,537,summarize
full,36,27,other
full,12,11,classify
full,132,231,other
full,118,438,reasoning
full,737,32,summarize
full,295,14,other
full,9,9,other
full,1,11,other
full,1,1,other
full,79,407,reasoning
full,1,1,other
full,67,260,write
full,24,40,write
full,1,280,other
full,371,16,reasoning
full,7,86,other
full,11,82,other
full,18,33,other
full,30,150,translate
full,1,4,other
full,290,67,reasoning
full,22,20,write
full,1,72,other
full,163,35,other
full,7,180,other
full,1,166,other
full,13,50,other
full,1,12,other
full,28,32,other
full,13,93,other
full,24,28,other
full,1,9,other
full,14,12,write
full,218,373,reasoning
full,313,21,translate
full,14,178,other
full,77,368,other
full,2,36,other
full,1,50,other
full,6,289,other
full,629,5,other
full,112,363,other
full,4,25,other
full,2,217,other
full,31,58,other
full,32,393,write
full,13,367,analyze
full,6,6,reasoning
full,12,171,other
full,504,103,reasoning
full,58,8,write
full,69,422,write
full,19,30,analyze
full,7,122,other
full,243,17,write
full,23,50,analyze
full,264,4,summarize
full,108,2,other
full,505,1,other
full,12,334,other
full,7,55,reasoning
full,12,223,other
full,117,132,reasoning
full,104,1,other
full,1,51,other
full,7,81,write
full,23,205,summarize
full,99,40,other
full,398,39,write
full,106,147,reasoning
full,194,448,write
full,28,20,write
full,18,387,other
full,60,311,other
full,55,181,other
full,75,115,reasoning
full,222,21,reasoning
full,92,29,translate
full,16,27,other
full,86,301,other
full,1,7,other
full,76,83,write
full,10,33,translate
full,5,207,write
full,285,78,write
full,38,337,summarize
full,12,123,write
full,473,84,write
full,272,4,reasoning
full,43,24,other
full,1104,1,reasoning
full,13,304,other
full,202,6,write
full,150,48,other
full,70,125,other
full,7,204,other
full,4,586,other
full,13,12,write
full,62,184,other
full,68,47,reasoning
full,10,68,other
full,32,22,other
full,205,10,reasoning
full,12,381,other
full,71,254,analyze
full,1,8,other
full,182,44,translate
full,122,201,other
full,425,17,reasoning
full,239,15,reasoning
full,7,181,other
full,52,14,write
full,218,125,reasoning
full,99,279,write
full,7,178,other
full,85,12,translate
full,16,62,other
full,1,55,other
full,148,1,classify
full,19,89,summarize
full,118,522,write
full,22,603,other
full,525,110,write
full,46,39,write
full,65,613,write
full,222,13,reasoning
full,78,25,translate
full,7,131,other
full,193,1,translate
full,242,18,other
full,20,332,other
full,35,21,other
full,30,7,other
full,30,20,reasoning
full,22,13,other
full,1,16,other
full,1,34,other
full,79,374,write
full,1086,672,reasoning
full,4,95,other
full,130,957,other
full,17,368,other
full,235,11,translate
full,5,17,other
full,11,331,write
full,38,21,other
full,13,342,write
full,19,105,other
full,17,261,write
full,47,213,other
full,1,315,other
full,44,270,reasoning
full,36,258,write
full,44,252,write
full,621,355,summarize
full,55,1,reasoning
full,343,1,classify
full,13,240,other
full,125,1,classify
full,9,281,other
full,98,24,translate
full,7,44,other
full,48,28,reasoning
full,32,23,reasoning
full,168,10,reasoning
full,92,219,write
full,51,399,other
full,50,16,analyze
full,52,122,translate
full,1953,18,translate
full,9,211,other
full,20,222,other
full,35,40,other
full,9,191,write
full,11,14,other
full,463,1,reasoning
full,1,33,other
full,48,256,other
full,9,32,write
full,47,77,write
full,4,199,other
full,1,160,other
full,2039,27,analyze
full,13,132,other
full,136,2,write
full,40,379,other
full,84,100,other
full,29,20,other
full,94,1,reasoning
full,1,68,other
full,3,236,other
full,38,174,write
full,288,17,other
full,183,26,write
full,6,80,other
full,79,489,summarize
full,13,8,other
full,1103,8,reasoning
full,6,118,other
full,22,29,other
full,12,12,other
full,30,41,other
full,20,1,write
full,28,32,other
full,214,44,other
full,146,366,other
full,20,6,write
full,4,124,other
full,63,1,reasoning
full,19,276,write
full,50,46,reasoning
full,16,75,other
full,11,125,other
full,11,208,translate
full,6,220,other
full,14,248,other
full,5,264,other
full,132,68,write
full,10,175,write
full,55,18,other
full,965,1,write
full,30,12,analyze
full,276,31,reasoning
full,587,170,write
full,36,2,reasoning
full,54,187,other
full,628,3,reasoning
full,1,274,other
full,52,303,other
full,1,1,other
full,20,33,other
full,276,29,other
full,19,231,other
full,27,11,analyze
full,1,1,other
full,26,140,other
full,88,105,summarize
full,36,93,write
full,7,154,reasoning
full,7,160,write
full,6,172,other
full,277,47,classify
full,10,10,reasoning
full,39,213,other
full,15,198,other
full,9,95,write
full,38,501,other
full,8,7,other
full,1,1,other
full,30,417,other
full,12,159,analyze
full,12,79,write
full,2632,42,write
full,67,194,other
full,2,119,other
full,21,35,other
full,18,50,other
full,4,43,other
full,26,5,other
full,14,345,write
full,3,11,other
full,9,176,reasoning
full,8,316,write
full,8,153,other
full,13,16,reasoning
full,121,2,translate
full,7,39,write
full,49,170,other
full,37,16,reasoning
full,155,24,write
full,57,91,write
full,26,207,other
full,112,1,other
full,129,6,other
full,1,1,other
full,20,144,other
full,34,307,analyze
full,75,301,other
full,313,43,reasoning
full,11,103,other
full,26,428,other
full,1166,2,summarize
full,89,3,write
full,332,24,reasoning
full,29,347,write
full,131,1,other
full,33,297,other
full,641,34,reasoning
full,48,280,reasoning
full,10,228,other
full,1,2,other
full,26,177,reasoning
full,356,41,reasoning
full,25,41,reasoning
full,412,1,other
full,1457,25,summarize
full,25,2,other
full,237,2,other
full,27,32,other
full,212,166,write
full,45,69,other
full,15,77,other
full,18,21,summarize
full,696,81,reasoning
full,443,1,other
full,13,44,reasoning
full,225,27,translate
full,2,198,write
full,10,182,other
full,269,35,reasoning
full,3,62,other
full,148,259,analyze
full,548,33,reasoning
full,1,26,other
full,100,1055,other
full,141,1,reasoning
full,508,51,other
full,62,21,other
full,11,4,write
full,59,211,other
full,3,15,other
full,14,79,other
full,22,26,other
full,12,187,other
full,1,2,other
full,405,52,reasoning
full,95,48,analyze
full,1217,121,reasoning
full,791,116,other
full,22,24,other
full,7,117,reasoning
full,20,240,write
full,70,302,analyze
full,6,191,other
full,9,245,write
full,340,4,write
full,10,6,other
full,42,201,other
full,365,2,other
full,19,33,other
full,158,7,reasoning
full,901,23,summarize
full,12,279,other
full,19,19,other
full,7,185,other
full,10,427,other
full,115,250,write
full,419,2,classify
full,17,86,write
full,63,9,classify
full,29,30,other
full,16,59,other
full,30,576,write
full,46,320,other
full,22,4,other
full,34,19,write
full,1,8,other
full,86,49,other
full,35,14,other
full,42,452,write
full,26,43,other
full,10,29,write
full,53,81,other
full,16,192,other
full,10,169,analyze
full,38,404,write
full,40,14,other
full,21,6,write
full,992,22,summarize
full,40,11,analyze
full,36,12,reasoning
full,1017,1,reasoning
full,9,251,other
full,472,3,reasoning
full,11,395,other
full,47,448,other
full,2,243,other
full,5,155,other
full,24,28,other
full,54,150,write
full,1077,14,write
full,33,328,other
full,32,22,other
full,205,33,reasoning
full,123,339,write
full,2215,1,summarize
full,111,360,summarize
full,194,137,write
full,97,23,other
full,266,11,translate
full,24,87,other
full,7,80,summarize
full,60,207,other
full,8,127,translate
full,18,1,classify
full,258,89,reasoning
full,355,17,reasoning
full,101,480,write
full,100,671,analyze
full,38,20,other
full,16,19,other
full,1,4,other
full,6,49,other
full,8,79,other
full,159,18,reasoning
full,10,6,classify
full,19,80,other
full,6,1,other
full,123,1,other
full,164,6,summarize
full,325,1,reasoning
full,79,287,other
full,149,24,other
full,1111,1,analyze
full,32,23,other
full,12,6,other
full,1,63,other
full,394,54,reasoning
full,1,465,other
full,8,67,write
full,287,30,other
full,109,434,analyze
full,1,365,other
full,8,195,other
full,10,85,other
full,571,3,other
full,6,287,other
full,21,7,other
full,11,46,analyze
full,129,41,other
full,14,512,other
full,75,270,other
full,78,297,other
full,21,305,write
full,626,2,write
full,106,20,other
full,4,281,other
full,93,8,write
full,177,56,other
full,230,1,reasoning
full,360,46,reasoning
full,1131,1,reasoning
full,64,229,other
full,14,20,write
full,6,177,other
full,1613,220,reasoning
full,337,43,other
full,48,280,write
full,4,46,write
full,11,549,other
full,107,33,reasoning
full,54,25,write
full,2497,6,write
full,50,404,reasoning
full,43,60,write
full,18,5,write
full,116,30,other
full,5,33,other
full,5,200,other
full,294,60,write
full,62,393,reasoning
full,121,1,write
full,76,249,analyze
full,11,12,write
full,381,2,write
full,1,334,other
full,94,4,write
full,169,11,summarize
full,106,351,write
full,10,62,other
full,241,42,reasoning
full,325,6,reasoning
full,16,59,other
full,12,314,write
full,146,307,other
full,343,31,summarize
full,13,26,write
full,8,35,other
full,9,255,other
full,2,1,other
full,27,7,other
full,49,1,reasoning
full,52,158,write
full,15,118,write
full,45,1,write
full,9,9,other
full,6,125,other
full,21,48,other
full,15,75,write
full,337,61,other
full,46,242,other
full,12,279,other
full,26,652,write
full,15,83,other
full,1,3,other
full,242,29,reasoning
full,1094,4,reasoning
full,59,9,other
full,233,23,other
full,41,14,reasoning
full,43,264,other
full,27,17,other
full,2,8,other
full,66,89,analyze
full,21,8,other
full,5,71,other
full,48,1,reasoning
full,7,164,write
full,134,28,other
full,567,41,write
full,32,12,other
full,1,13,other
full,10,509,analyze
full,13,64,analyze
full,6,357,other
full,1068,4,reasoning
full,5,197,other
full,24,18,other
full,1,190,other
full,74,244,other
full,73,154,reasoning
full,328,54,other
full,11,9,other
full,500,444,write
full,150,1,other
full,42,194,other
full,166,8,write
full,14,29,write
full,28,302,other
full,52,5,write
full,21,15,other
full,33,183,other
full,24,4,other
full,102,187,other
full,385,7,reasoning
full,106,88,other
full,24,216,write
full,1,363,other
full,24,171,other
full,1256,14,summarize
full,93,13,translate
full,106,1,other
full,10,223,other
full,1069,1,reasoning
full,11,13,other
full,9,48,reasoning
full,18,162,other
full,140,118,other
full,191,2,reasoning
full,51,17,other
full,51,43,other
full,9,422,other
full,10,156,other
full,64,205,write
full,1148,6,analyze
full,30,23,other
full,23,356,reasoning
full,16,176,other
full,216,62,other
full,14,174,other
full,2,5,other
full,8,144,other
full,24,349,reasoning
full,2467,1,translate
full,74,10,translate
full,9,338,analyze
full,2,39,other
full,53,50,other
full,38,19,other
full,27,2,other
full,179,51,reasoning
full,34,9,write
full,45,71,reasoning
full,19,1,analyze
full,225,1,other
full,488,4,reasoning
full,40,81,write
full,21,95,other
full,303,50,reasoning
full,33,65,other
full,279,9,reasoning
full,225,1,reasoning
full,11,1,other
full,17,36,other
full,19,73,other
full,51,123,other
full,20,20,other
full,51,242,other
full,146,119,write
full,19,26,other
full,34,9,other
full,26,27,other
full,195,344,write
full,131,62,other
full,1,7,other
full,387,2,reasoning
full,8,1,other
full,74,24,summarize
full,1385,3,write
full,36,48,other
full,6,152,other
full,32,21,other
full,36,14,analyze
full,665,445,summarize
full,21,13,analyze
full,1,7,other
full,7,237,other
full,23,188,other
full,74,17,write
full,1,596,other
full,371,58,reasoning
full,221,37,reasoning
full,133,2,reasoning
full,8,162,other
full,2759,76,write
full,50,159,other
full,23,15,write
full,10,210,other
full,253,33,reasoning
full,339,29,reasoning
full,1,3,other
full,25,312,other
full,1,1,other
full,76,3,reasoning
full,58,330,analyze
full,92,146,other
full,389,5,other
full,77,639,reasoning
full,504,200,write
full,36,13,translate
full,23,80,write
full,208,1,reasoning
full,3,39,other
full,32,45,other
full,30,17,reasoning
full,34,295,other
full,15,333,other
full,116,38,other
full,400,104,reasoning
full,183,24,other
full,18,253,write
full,113,110,other
full,25,44,write
full,39,332,other
full,143,2,other
full,281,12,other
full,18,255,other
full,88,62,reasoning
full,5,209,other
full,282,6,reasoning
full,6,24,other
full,869,26,summarize
full,403,1,reasoning
full,30,50,write
full,22,309,other
full,100,124,other
full,169,21,reasoning
full,139,71,reasoning
full,473,2,other
full,39,66,other
full,19,20,other
full,135,36,reasoning
full,72,238,analyze
full,7,133,summarize
full,14,56,other
full,22,306,write
full,45,15,translate
full,15,235,other
full,20,38,other
full,1,5,other
full,1090,2,reasoning
full,13,200,other
full,27,43,other
full,4,178,other
full,25,39,other
full,19,5,write
full,239,20,reasoning
full,53,23,other
full,675,58,reasoning
full,64,364,other
full,18,1,other
full,80,223,other
full,18,49,other
full,1,63,other
full,47,45,other
full,480,1,reasoning
full,22,418,other
full,7,207,other
full,15,329,write
full,13,98,write
full,1275,3,write
full,154,23,classify
full,1,17,other
full,110,106,write
full,351,16,reasoning
full,4,245,reasoning
full,68,27,other
full,241,33,reasoning
full,14,255,other
full,49,191,other
full,79,227,reasoning
full,12,40,other
full,18,172,other
full,17,514,other
full,365,22,reasoning
full,361,2,other
full,318,44,other
full,299,32,translate
full,18,330,write
full,767,57,reasoning
full,1,3,other
full,228,1,other
full,254,18,other
full,3,124,other
full,16,36,other
full,111,1,other
full,44,80,other
full,196,61,reasoning
full,14,40,other
full,54,9,write
full,67,11,classify
full,1,31,other
full,187,20,reasoning
full,106,26,other
full,479,42,reasoning
full,77,353,write
full,20,140,write
full,500,157,write
full,1205,10,write
full,261,25,other
full,16,8,other
full,255,18,other
full,6,175,other
full,90,235,reasoning
full,1325,7,reasoning
full,29,14,classify
full,122,110,other
full,37,6,other
full,77,416,other
full,3,10,other
full,571,39,write
full,11,332,other
full,32,579,other
full,22,54,reasoning
full,171,45,other
full,115,57,other
full,27,9,other
full,59,144,other
full,213,186,write
full,37,132,other
full,21,244,write
full,476,50,reasoning
full,6,285,other
full,180,25,reasoning
full,121,404,reasoning
full,2376,151,summarize
full,41,29,other
full,326,36,other
full,188,236,write
full,13,166,other
full,314,39,reasoning
full,5,146,other
full,5,52,other
full,82,984,other
full,41,195,other
full,96,148,write
full,161,19,translate
full,821,40,other
full,1,2,other
full,334,29,reasoning
full,256,136,other
full,53,149,translate
full,162,728,classify
full,30,3,other
full,21,5,write
full,51,269,write
full,8,31,write
full,19,229,other
full,1,7,other
full,1,187,other
full,13,48,other
full,1324,26,summarize
full,135,301,other
full,16,5,other
full,239,348,other
full,15,248,other
full,20,55,other
full,297,2,reasoning
full,335,2,reasoning
full,12,143,other
full,169,31,reasoning
full,262,1,other
full,68,345,analyze
full,13,147,other
full,1,524,other
full,172,1,other
full,145,18,reasoning
full,73,591,other
full,249,42,summarize
full,19,555,write
full,13,68,other
full,157,39,other
full,8,436,other
full,352,40,reasoning
full,8,212,other
full,7,191,write
full,64,13,other
full,43,37,summarize
full,138,20,other
full,19,135,write
full,146,295,other
full,12,6,other
full,884,11,summarize
full,208,231,write
full,133,1,classify
full,13,80,write
full,45,413,other
full,70,335,write
full,17,115,other
full,14,135,other
full,22,14,reasoning
full,168,1,translate
full,27,181,reasoning
full,3,29,other
full,166,326,analyze
full,1,211,other
full,173,20,other
full,15,13,other
full,22,10,write
full,43,181,reasoning
full,253,134,other
full,2,87,other
full,107,23,other
full,95,1,write
full,1008,37,summarize
full,25,13,write
full,19,3,other
full,416,1,write
full,34,80,write
full,261,8,reasoning
full,332,57,reasoning
full,27,187,other
full,12,158,other
full,8,38,translate
full,24,230,other
full,26,200,other
full,1,474,other
full,23,118,write
full,76,74,other
full,44,463,reasoning
full,7,181,other
full,679,145,reasoning
full,1130,8,write
full,5,421,other
full,17,115,other
full,30,167,other
full,10,196,reasoning
full,1,62,other
full,84,1,other
full,375,21,reasoning
full,16,37,other
full,101,80,other
full,32,17,other
full,9,340,other
full,10,406,other
full,23,230,other
full,13,73,other
full,54,23,other
full,22,294,other
full,5,109,other
full,15,343,other
full,8,201,write
full,11,250,other
full,135,86,other
full,453,1,other
full,12,324,analyze
full,48,126,reasoning
full,14,376,summarize
full,5,99,reasoning
full,18,205,reasoning
full,256,37,other
full,240,6,reasoning
full,7,161,other
full,263,235,write
full,25,180,other
full,173,23,reasoning
full,21,9,reasoning
full,139,3,reasoning
full,1,10,other
full,3,35,other
full,8,285,other
full,14,499,other
full,55,276,other
full,334,35,reasoning
full,4,232,other
full,44,5,other
full,50,205,other
full,44,109,reasoning
full,682,1,reasoning
full,10,34,other
full,41,180,other
full,225,25,other
full,21,15,write
full,11,8,other
full,19,234,other
full,59,467,other
full,14,12,write
full,237,9,translate
full,18,2,classify
full,7,23,other
full,50,55,other
full,188,44,classify
full,304,8,reasoning
full,104,305,write
full,53,40,write
full,9,413,write
full,11,233,other
full,113,356,analyze
full,51,1,analyze
full,13,12,other
full,10,155,other
full,325,20,reasoning
full,43,16,write
full,6,12,other
full,167,81,reasoning
full,30,18,write
full,5,452,other
full,96,471,analyze
full,25,76,other
full,19,8,other
full,18,31,other
full,37,17,reasoning
full,32,36,write
full,18,5,write
full,25,221,reasoning
full,10,180,reasoning
full,18,217,write
full,104,150,reasoning
full,12,138,translate
full,2605,6,write
full,62,227,translate
full,5,160,other
full,2249,22,write
full,11,144,other
full,13,255,other
full,6,21,other
full,341,23,reasoning
full,1,2,other
full,10,274,other
full,53,222,other
full,1094,32,write
full,18,66,translate
full,648,2,reasoning
full,21,45,reasoning
full,313,32,other
full,148,26,other
full,11,64,other
full,127,10,summarize
full,767,10,reasoning
full,179,514,write
full,95,9,other
full,11,136,other
full,22,93,other
full,19,49,other
full,483,73,reasoning
full,343,17,reasoning
full,631,1,reasoning
full,24,212,summarize
full,7,164,other
full,12,247,other
full,192,2,translate
full,6,145,other
full,373,57,reasoning
full,28,45,other
full,1,2,other
full,10,38,other
full,26,29,other
full,33,278,write
full,2,23,other
full,43,17,reasoning
full,21,12,other
full,12,627,write
full,654,31,other
full,56,215,reasoning
full,291,40,reasoning
full,11,260,other
full,70,1,other
full,88,226,other
full,25,1,write
full,31,41,other
full,25,9,other
full,8,418,other
full,148,51,reasoning
full,21,243,other
full,7,236,other
full,561,285,write
full,30,31,write
full,416,245,write
full,148,407,write
full,12,257,other
full,113,283,other
full,42,450,other
full,1074,10,other
full,41,18,analyze
full,11,169,other
full,38,135,other
full,1472,15,summarize
full,2395,27,write
full,219,44,other
full,156,40,other
full,43,189,other
full,53,273,analyze
full,16,113,other
full,20,7,write
full,163,29,translate
full,166,134,other
full,9,475,other
full,141,11,other
full,10,60,other
full,68,142,reasoning
full,38,12,reasoning
full,67,60,other
full,13,166,other
full,14,18,other
full,8,181,other
full,79,47,other
full,334,2,reasoning
full,238,26,other
full,1,286,other
full,17,319,write
full,369,2,reasoning
full,44,252,translate
full,196,9,summarize
full,1,2,other
full,294,4,write
full,9,193,other
full,79,8,other
full,26,158,write
full,15,7,write
full,31,22,other
full,8,212,other
full,33,37,other
full,1,18,other
full,47,164,other
full,514,44,write
full,18,216,write
full,27,5,other
full,4,362,other
full,90,58,reasoning
full,155,2,analyze
full,936,17,summarize
full,16,15,analyze
full,259,1,other
full,665,252,write
full,350,246,write
full,122,71,reasoning
full,4,151,other
full,151,19,other
full,16,62,other
full,2,560,other
full,7,3,other
full,108,236,other
full,24,93,reasoning
full,155,18,other
full,19,218,reasoning
full,125,309,other
full,229,8,summarize
full,65,257,classify
full,26,202,analyze
full,8,31,other
full,60,557,other
full,38,17,write
full,361,49,other
full,46,26,other
full,36,31,reasoning
full,54,17,other
full,1035,44,classify
full,49,235,other
full,34,44,other
full,225,1,write
full,43,417,summarize
full,18,97,translate
full,72,273,write
full,7,65,write
full,10,253,other
full,28,66,other
full,9,264,reasoning
full,103,66,reasoning
full,819,62,write
full,79,1,other
full,138,77,reasoning
full,1,182,other
full,49,376,other
full,406,5,reasoning
full,8,204,write
full,10,104,other
full,1763,28,summarize
full,22,590,other
full,97,1,translate
full,173,21,reasoning
full,10,450,other
full,396,97,classify
full,3,159,other
full,7,315,other
full,12,201,write
full,128,12,translate
full,187,235,translate
full,6,331,write
full,8,78,other
full,11,188,reasoning
full,9,421,analyze
full,131,2,other
full,14,620,other
full,10,1,write
full,20,158,reasoning
full,28,21,reasoning
full,250,18,write
full,6,123,other
full,7,411,other
full,74,320,other
full,22,7,other
full,278,14,translate
full,11,229,other
full,43,6,other
full,56,23,other
full,9,161,reasoning
full,9,74,other
full,1,23,other
full,10,49,write
full,50,73,other
full,66,14,reasoning
full,19,9,other
full,2,21,other
full,109,1,reasoning
full,123,270,write
full,17,91,analyze
full,303,38,reasoning
full,23,161,other
full,14,5,other
full,1,1,other
full,15,168,other
full,217,7,other
full,282,292,reasoning
full,53,39,reasoning
full,34,178,other
full,21,40,reasoning
full,7,1,other
full,237,33,translate
full,82,37,other
full,29,62,other
full,13,350,other
full,51,323,write
full,7,3,other
full,336,1,reasoning
full,2,34,summarize
full,23,280,other
full,9,93,other
full,205,22,translate
full,98,473,analyze
full,230,33,other
full,38,81,other
full,16,193,other
full,14,177,reasoning
full,364,1,other
full,106,53,other
full,163,18,other
full,24,38,other
full,13,14,other
full,28,16,other
full,4,51,other
full,340,17,reasoning
full,26,123,other
full,16,8,write
full,1,1,other
full,36,19,other
full,20,16,other
full,1,8,other
full,434,9,other
full,405,2,other
full,15,43,other
full,108,383,analyze
full,107,1,other
full,442,53,classify
full,29,2,write
full,199,7,summarize
full,10,44,write
full,53,317,write
full,17,74,other
full,15,5,other
full,107,210,other
full,107,148,write
full,529,63,other
full,76,135,translate
full,111,446,analyze
full,32,1,other
full,344,119,reasoning
full,202,2,reasoning
full,25,14,other
full,13,47,other
full,17,29,other
full,87,39,write
full,83,256,write
full,10,29,other
full,50,28,other
full,9,117,write
full,11,279,other
full,17,37,write
full,115,81,write
full,9,402,analyze
full,5,140,other
full,55,152,translate
full,43,13,analyze
full,273,54,other
full,1,12,other
full,331,31,reasoning
full,6,215,other
full,34,440,reasoning
full,40,16,other
full,21,14,other
full,301,28,reasoning
full,911,3,other
full,75,48,other
full,277,13,translate
full,22,185,other
full,70,73,reasoning
full,17,202,reasoning
full,170,1,reasoning
full,58,293,other
full,202,16,analyze
full,20,590,write
full,13,220,other
full,11,530,other
full,12,192,write
full,206,9,translate
full,254,54,write
full,23,231,other
full,1160,1,reasoning
full,272,16,other
full,344,35,reasoning
full,15,240,other
full,978,128,write
full,459,80,reasoning
full,1078,2,analyze
full,13,224,reasoning
full,23,29,other
full,1325,455,write
full,353,152,write
full,227,19,reasoning
full,79,1,other
full,1384,451,write
full,9,126,other
full,48,9,write
full,10,207,other
full,33,15,write
full,1076,18,summarize
full,700,31,other
full,33,38,other
full,23,223,other
full,20,215,summarize
full,6,193,other
full,10,171,other
full,76,1,other
full,14,98,reasoning
full,243,6,write
full,40,24,other
full,103,210,reasoning
full,13,145,other
full,322,48,reasoning
full,16,1,classify
full,390,2,reasoning
full,7,172,reasoning
full,47,789,other
full,74,138,other
full,37,72,write
full,18,62,write
full,1,1,other
full,41,1,write
full,63,1,reasoning
full,408,1,reasoning
full,31,274,reasoning
full,48,277,write
full,13,139,reasoning
full,5,4,other
full,293,279,write
full,37,269,other
full,390,20,summarize
full,79,3,write
full,5,54,analyze
full,49,107,write
full,38,15,reasoning
full,199,200,write
full,11,63,reasoning
full,212,39,reasoning
full,141,1,other
full,14,215,write
full,1,25,other
full,46,27,reasoning
full,149,26,other
full,547,1,reasoning
full,6,40,other
full,6,27,other
full,371,219,reasoning
full,39,39,reasoning
full,27,199,other
full,120,65,other
full,12,393,write
full,722,23,write
full,111,310,other
full,62,132,reasoning
full,123,4,translate
full,12,225,other
full,6,174,other
full,53,16,other
full,16,300,write
full,28,32,reasoning
full,10,291,other
full,12,178,other
full,3,181,other
full,77,2,reasoning
full,374,3,other
full,9,283,other
full,178,29,other
full,40,72,other
full,8,9,other
full,28,19,other
full,14,398,other
full,733,216,reasoning
full,59,14,write
full,52,23,other
full,3,378,other
full,21,49,write
full,3,372,other
full,368,3,reasoning
full,7,164,write
full,6,172,other
full,43,15,reasoning
full,6,211,other
full,49,250,other
full,57,22,other
full,178,174,summarize
full,969,1,reasoning
full,1,7,other
full,4,51,other
full,28,2,other
full,528,156,reasoning
full,347,26,reasoning
full,94,294,other
full,9,387,other
full,1747,11,summarize
full,472,27,summarize
full,69,219,other
full,53,7,other
full,213,35,translate
full,63,100,analyze
full,171,1,reasoning
full,20,24,write
full,59,36,write
full,25,167,write
full,8,376,other
full,1,1,other
full,12,4,other
full,949,40,write
full,50,162,other
full,27,1,other
full,13,14,other
full,3,310,other
full,623,380,analyze
full,298,1,reasoning
full,14,221,other
full,15,351,other
full,20,274,other
full,20,15,summarize
full,10,43,other
full,19,4,write
full,75,375,other
full,15,10,other
full,344,2,analyze
full,20,9,write
full,1062,1,reasoning
full,22,17,other
full,37,280,reasoning
full,456,83,reasoning
full,17,20,other
full,697,31,write
full,59,292,write
full,81,70,other
full,15,7,write
full,8,222,other
full,1,25,other
full,41,22,other
full,94,277,write
full,86,21,other
full,153,64,reasoning
full,7,111,other
full,23,33,write
full,3,298,other
full,235,352,write
full,52,18,other
full,134,17,reasoning
full,160,1,other
full,16,211,other
full,114,215,other
full,351,1,other
full,75,1,other
full,12,28,other
full,224,39,translate
full,315,2,reasoning
full,7,225,other
full,217,11,summarize
full,13,215,other
full,26,34,other
full,1,65,other
full,28,24,reasoning
full,226,31,reasoning
full,23,4,write
full,42,14,other
full,57,367,other
full,18,36,write
full,20,26,write
full,10,254,other
full,542,327,write
full,53,40,other
full,81,107,other
full,13,57,other
full,12,107,reasoning
full,143,22,reasoning
full,894,558,write
full,9,77,other
full,86,187,write
full,31,30,other
full,47,1,reasoning
full,32,217,other
full,7,129,other
full,24,34,other
